tBodyAcc-std()-X,tBodyAcc-mad()-X,tBodyAcc-max()-X,tBodyAcc-sma(),tGravityAcc-mean()-X,tGravityAcc-max()-X,tGravityAcc-min()-X,tGravityAcc-energy()-X,tBodyAccJerk-entropy()-X,tBodyAccJerk-entropy()-Y,tBodyAccJerk-entropy()-Z,tBodyAccMag-mean(),tBodyAccMag-sma(),tGravityAccMag-mean(),tGravityAccMag-sma(),tBodyAccJerkMag-sma(),tBodyAccJerkMag-entropy(),fBodyAcc-mean()-X,fBodyAcc-std()-X,fBodyAcc-mad()-X,fBodyAcc-sma(),fBodyAcc-entropy()-X,fBodyAcc-entropy()-Y,fBodyAcc-entropy()-Z,fBodyAccJerk-entropy()-X,fBodyAccJerk-entropy()-Y,fBodyAccJerk-entropy()-Z,fBodyAccMag-entropy(),fBodyBodyAccJerkMag-entropy(),"angle(X,gravityMean)",Activity
-0.19530909,-0.2702539,-0.09421429,0.053543169,0.91186786,0.88412545,0.90462506,0.76624246,0.77356604,0.6319584,0.55040415,0.080868233,0.080868233,0.080868233,0.080868233,-0.10098947,0.7329154,-0.23602896,-0.17974779,-0.21861966,0.070929319,0.628259,0.62847102,0.52802463,0.65584693,0.69775576,0.37057974,0.60895315,0.46706088,-0.69495626,2
-0.11108186,-0.16955221,0.04444885,0.068805392,0.89150615,0.82835001,0.89524547,0.71436171,0.60749531,0.4848238,0.43637105,0.094769808,0.094769808,0.094769808,0.094769808,-0.22310363,0.64740719,-0.11032902,-0.11133366,0.0022065973,0.069404214,0.63605763,0.48900544,0.42836831,0.62247399,0.63686315,0.27026675,0.54940369,0.25223377,-0.68534657,2
-0.086294842,-0.12550669,0.04444885,0.088214323,0.90630104,0.8575095,0.89524547,0.7519535,0.57286148,0.47023628,0.47214055,0.096893337,0.096893337,0.096893337,0.096893337,-0.17688942,0.70450995,-0.043012536,-0.10382354,-0.10194023,0.093688633,0.66795041,0.69551402,0.46429363,0.65584693,0.66298548,0.32299522,0.54815539,0.31374425,-0.71046236,2
-0.22922247,-0.28945533,-0.21307871,0.033623652,0.91208994,0.8575095,0.90321144,0.76658175,0.70429695,0.53618266,0.57651672,0.025889856,0.025889856,0.025889856,0.025889856,-0.21799035,0.71508928,-0.16746969,-0.25490547,-0.13975979,0.092284165,0.6024219,0.66706258,0.4860163,0.64952489,0.62841648,0.23371186,0.57012898,0.39451373,-0.71004125,2
-0.23275718,-0.3045525,-0.12325679,0.092623143,0.90350529,0.84851768,0.90321144,0.74467034,0.79001764,0.54352995,0.4528754,0.076536737,0.076536737,0.076536737,0.076536737,-0.20465271,0.78967378,-0.12849103,-0.27788762,-0.091493012,0.17394072,0.62349756,0.57584729,0.39706045,0.63974236,0.683434,0.40730546,0.52233259,0.32482901,-0.6994399,2
-0.20460444,-0.28177264,-0.097610051,0.039237515,0.90786119,0.84616892,0.91762479,0.7556301,0.63625354,0.59833312,0.50598509,0.036932085,0.036932085,0.036932085,0.036932085,-0.14117248,0.79262723,-0.18181051,-0.21372434,-0.16634716,0.057799747,0.67808556,0.61350636,0.51597852,0.65973586,0.66124303,0.40973553,0.5760458,0.36338194,-0.70058337,2
-0.078486623,-0.13643483,0.027582597,0.17116288,0.94689671,0.88636837,0.93881128,0.85629328,0.71862213,0.55960756,0.31053128,0.1841864,0.1841864,0.1841864,0.1841864,-0.11523655,0.76538747,-0.1695149,-0.044932491,-0.12976854,0.10331125,0.6721978,0.68849595,0.43618923,0.69082813,0.59800147,0.18624686,0.47049079,0.57623377,-0.73528304,2
-0.043886999,-0.12180728,0.096716065,0.1310946,0.91814694,0.8844828,0.89637731,0.78224082,0.62288727,0.68057113,0.27914168,0.15134466,0.15134466,0.15134466,0.15134466,-0.11483893,0.78149616,-0.11300731,-0.017945932,-0.07659889,0.12035646,0.69969316,0.68420625,0.54391617,0.65608535,0.63172119,0.3393191,0.66250946,0.60233749,-0.70467675,2
-0.010135735,-0.065021507,0.19913986,0.1446122,0.88510984,0.84227206,0.88222186,0.69853908,0.78617917,0.56332273,0.45993981,0.18331394,0.18331394,0.18331394,0.18331394,-0.13062724,0.72480245,0.085755796,-0.050508397,0.12986254,0.18864431,0.7547387,0.64504786,0.56581852,0.68239,0.66768682,0.3386216,0.54098168,0.51460871,-0.69424671,2
-0.04827638,-0.076743794,0.19913986,0.11928567,0.88543534,0.84569623,0.88222186,0.69939058,0.73912388,0.53257114,0.53508878,0.13250957,0.13250957,0.13250957,0.13250957,-0.062061916,0.73044901,0.0041694641,-0.069711835,-0.027445775,0.15524977,0.70602863,0.69879543,0.56237485,0.7850413,0.72384278,0.39851037,0.68611657,0.59595772,-0.70001542,2
-0.15835334,-0.2084483,0.14676978,0.11879627,0.90243826,0.85289181,0.89364969,0.74207363,0.72502543,0.7050916,0.56972074,0.10561413,0.10561413,0.10561413,0.10561413,-0.065641186,0.74016218,-0.05308803,-0.20358604,-0.073310996,0.27854231,0.67016411,0.89806103,0.46579485,0.75971204,0.87428987,0.37947261,0.68424993,0.76125077,-0.68913112,2
-0.20568245,-0.25198367,-0.081257274,0.13277079,0.90085716,0.85289181,0.90187393,0.73802982,0.79137306,0.58667808,0.45555023,0.1301746,0.1301746,0.1301746,0.1301746,-0.16378592,0.70467245,-0.11077654,-0.24624898,-0.1470171,0.21764637,0.61450975,0.79848391,0.55905525,0.5016148,0.79852647,0.41393983,0.59019577,0.62558731,-0.68690585,2
-0.21969117,-0.26796984,0.16645111,0.049152033,0.90222833,0.83802821,0.91101995,0.74137023,0.68114838,0.60793196,0.47468279,0.047731262,0.047731262,0.047731262,0.047731262,-0.15232874,0.71603792,-0.21883209,-0.21997487,-0.12223369,0.087700973,0.62359686,0.61572892,0.54454882,0.61355356,0.6595971,0.47984299,0.63273734,0.57575104,-0.70266009,2
-0.91409306,-0.92553325,-0.80117098,-0.63633932,0.97481565,0.92770707,0.88783472,0.9307514,-0.21087263,-0.43726896,-0.2724634,-0.62721971,-0.62721971,-0.62721971,-0.62721971,-0.9110897,-0.063801147,-0.90256907,-0.91897708,-0.91612215,-0.73212669,-0.27985321,-0.056260227,0.020457314,-0.43838599,-0.58812682,-0.39435886,0.0039850451,-0.35935912,-0.87268817,5
-0.97574615,-0.97689291,-0.9358023,-0.89451008,0.9798308,0.92769095,0.98951434,0.94324239,-0.57843835,-0.4198022,-0.67735073,-0.88993166,-0.88993166,-0.88993166,-0.88993166,-0.9751557,-0.60128591,-0.97784487,-0.97471829,-0.97763427,-0.93750662,-0.79121256,-0.46691943,-0.59757805,-1.0,-0.6721718,-0.94221628,-0.58686111,-0.7717892,-0.94370792,5
-0.99491909,-0.99550895,-0.9358023,-0.96635164,0.97181667,0.89847042,0.98951434,0.9217696,-0.73721977,-0.5390419,-0.71321456,-0.96270109,-0.96270109,-0.96270109,-0.96270109,-0.98726684,-0.73975875,-0.9939193,-0.99533861,-0.99466137,-0.97074243,-0.94635692,-0.73281915,-0.57933428,-1.0,-0.93912029,-1.0,-0.60589008,-1.0,-0.92442179,5
-0.99643271,-0.99673866,-0.93927364,-0.98137276,0.97272444,0.89847042,0.99174895,0.92418075,-0.80735107,-0.73894647,-0.8417818,-0.98056012,-0.98056012,-0.98056012,-0.98056012,-0.99309561,-0.82357103,-0.99560497,-0.99679866,-0.99555274,-0.98889999,-1.0,-0.90474776,-0.75496674,-1.0,-1.0,-1.0,-0.85353087,-1.0,-0.91149557,5
-0.99755039,-0.99783791,-0.94416658,-0.99390617,0.97254016,0.89804471,0.99198676,0.92369067,-0.93067589,-0.81421352,-0.81238537,-0.99361327,-0.99361327,-0.99361327,-0.99361327,-0.99469517,-0.83055255,-0.99731191,-0.99760091,-0.99728739,-0.9940551,-1.0,-1.0,-0.83788423,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.90894803,5
-0.99836968,-0.99849772,-0.9448171,-0.99737111,0.97230985,0.89793247,0.99173673,0.9230785,-0.91577638,-0.85895589,-0.81783861,-0.99725197,-0.99725197,-0.99725197,-0.99725197,-0.99582045,-0.92354261,-0.99849441,-0.99823357,-0.99775271,-0.99797075,-1.0,-1.0,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,-0.91082186,5
-0.99889441,-0.99889138,-0.9448171,-0.99815658,0.97242176,0.89838714,0.99173673,0.92337613,-0.83927424,-0.85895589,-0.85381284,-0.99829742,-0.99829742,-0.99829742,-0.99829742,-0.99647868,-0.99058873,-0.99835148,-0.99919776,-0.99873563,-0.99793891,-1.0,-1.0,-0.86879874,-1.0,-1.0,-1.0,-1.0,-1.0,-0.91259947,5
-0.998669,-0.99907852,-0.94234195,-0.9980643,0.97302043,0.89838714,0.9921224,0.92496765,-0.88805374,-0.90831726,-0.75615022,-0.99776153,-0.99776153,-0.99776153,-0.99776153,-0.99480228,-0.89831649,-0.99815983,-0.99893474,-0.99837816,-0.99623512,-1.0,-1.0,-0.83788423,-1.0,-1.0,-1.0,-1.0,-1.0,-0.91423392,5
-0.9991247,-0.99957062,-0.94234195,-0.98750541,0.97294011,0.89838646,0.99237671,0.92475404,-0.91577638,-0.84773001,-0.77571428,-0.98572482,-0.98572482,-0.98572482,-0.98572482,-0.99554939,-0.85873755,-0.99888194,-0.99923814,-0.99911811,-0.99461521,-1.0,-0.94487044,-0.81351333,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.91387751,5
-0.99897763,-0.9991766,-0.94357346,-0.98466313,0.97248663,0.89808898,0.99201458,0.92354836,-0.8507439,-0.84773001,-0.73376582,-0.98296397,-0.98296397,-0.98296397,-0.98296397,-0.99527149,-0.87033473,-0.99885883,-0.99900467,-0.99860475,-0.99247208,-1.0,-0.94487044,-0.84810945,-1.0,-1.0,-1.0,-0.90701426,-1.0,-0.90716269,5
-0.9988037,-0.99881316,-0.94357346,-0.99270002,0.97206278,0.89745493,0.99171125,0.92242173,-0.8507439,-0.86152718,-0.70575032,-0.99235497,-0.99235497,-0.99235497,-0.99235497,-0.99378851,-0.78440708,-0.99827969,-0.99908797,-0.99821466,-0.99506071,-1.0,-0.94487044,-0.94419022,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.90326943,5
-0.9995333,-0.99923974,-0.94449389,-0.99533056,0.97221292,0.89804852,0.99171125,0.92282089,-0.93067589,-0.86152718,-0.76870613,-0.99531899,-0.99531899,-0.99531899,-0.99531899,-0.99597691,-0.80874317,-0.99942655,-0.99957807,-0.99954161,-0.99588072,-1.0,-0.94487044,-0.90357248,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.90638473,5
-0.9986556,-0.99877087,-0.94449389,-0.99561271,0.97271867,0.89811393,0.99190418,0.92416525,-0.91577638,-0.84773001,-0.71095189,-0.99557977,-0.99557977,-0.99557977,-0.99557977,-0.99365442,-0.81963249,-0.9981722,-0.99890319,-0.9981797,-0.99528034,-1.0,-0.94487044,-0.86879874,-1.0,-1.0,-1.0,-1.0,-1.0,-0.90691352,5
-0.99768174,-0.99812613,-0.94068717,-0.99468386,0.97240935,0.89811393,0.99156424,0.92334311,-0.82823515,-0.82538647,-0.78041605,-0.99486631,-0.99486631,-0.99486631,-0.99486631,-0.9933177,-0.80777388,-0.99672463,-0.99819204,-0.99770087,-0.99361212,-1.0,-0.94487044,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,-0.90715226,5
-0.9984973,-0.99876231,-0.94068717,-0.99618695,0.97192376,0.89749574,0.99156424,0.92205232,-0.90159388,-0.91701488,-0.87827047,-0.99614283,-0.99614283,-0.99614283,-0.99614283,-0.99921201,-0.85571471,-0.99837076,-0.99851071,-0.99836066,-0.99789247,-1.0,-1.0,-0.94419022,-1.0,-1.0,-1.0,-1.0,-1.0,-0.90748322,5
-0.99844977,-0.99875976,-0.94373854,-0.99662378,0.97196148,0.89707738,0.99159334,0.92215252,-0.90159388,-1.0,-0.8646367,-0.99599318,-0.99599318,-0.99599318,-0.99599318,-0.99912986,-0.83330188,-0.99805478,-0.99862859,-0.99811167,-1.0,-1.0,-1.0,-0.88855242,-1.0,-1.0,-1.0,-1.0,-1.0,-0.90805513,5
-0.83473633,-0.85292096,-0.90100564,-0.38783074,0.88636891,0.83543714,0.88220638,0.7015943,-0.2990801,0.017294469,0.057105572,-0.34831308,-0.34831308,-0.34831308,-0.34831308,-0.92966481,-0.12764192,-0.86766602,-0.82308173,-0.83541591,-0.50339169,-0.2312105,-0.2077287,0.20135382,-0.55350541,-0.53020269,-0.58243591,0.14702442,-0.51721338,-0.78199525,5
-0.96847203,-0.96598471,-0.90100564,-0.83640021,0.89554658,0.84539973,0.89260167,0.72476472,-0.82823515,-0.75029819,-0.69298687,-0.84298534,-0.84298534,-0.84298534,-0.84298534,-0.98655326,-0.72436626,-0.9764346,-0.96542048,-0.97608304,-0.92623835,-0.85400629,-0.4079265,-0.70023238,-1.0,-1.0,-1.0,-0.50887753,-1.0,-0.64455147,5
-0.99433544,-0.99511532,-0.9326429,-0.97108011,0.91659868,0.84627116,0.91878711,0.77788566,-0.84420886,-0.75603856,-0.76870613,-0.96920549,-0.96920549,-0.96920549,-0.96920549,-0.99079606,-0.79876917,-0.99314785,-0.99484664,-0.99450023,-0.97314434,-0.94635692,-0.81578627,-0.55325057,-1.0,-1.0,-1.0,-0.63869135,-1.0,-0.69227464,5
-0.99277436,-0.99355352,-0.93213919,-0.98035448,0.921309,0.84844876,0.94127405,0.78990698,-0.74631691,-0.61369532,-0.71971139,-0.98071779,-0.98071779,-0.98071779,-0.98071779,-0.98805825,-0.74325215,-0.99091993,-0.99363361,-0.99151487,-0.97944041,-0.94635692,-0.76354441,-0.70608261,-1.0,-1.0,-1.0,-0.84367061,-1.0,-0.70118467,5
-0.99057446,-0.99066986,-0.93213919,-0.97602973,0.92319651,0.85037837,0.94207271,0.7947521,-0.70528789,-0.54091575,-0.76534956,-0.97691512,-0.97691512,-0.97691512,-0.97691512,-0.98578834,-0.73475392,-0.98874831,-0.99135697,-0.98919058,-0.97807886,-0.90731609,-0.72183683,-0.75496674,-1.0,-1.0,-1.0,-0.81667357,-1.0,-0.70440589,5
-0.9941748,-0.99426025,-0.93994905,-0.98475095,0.92395964,0.85037837,0.94354351,0.79671081,-0.76690966,-0.60420583,-0.78522962,-0.98526786,-0.98526786,-0.98526786,-0.98526786,-0.98933719,-0.77829061,-0.99353576,-0.9943757,-0.99377027,-0.98495618,-0.94635692,-0.74192439,-0.81351333,-1.0,-1.0,-1.0,-0.8734817,-1.0,-0.70814157,5
-0.99545185,-0.9961492,-0.93860892,-0.98809656,0.92339463,0.85000691,0.94354351,0.79525917,-0.80735107,-0.70264683,-0.72290823,-0.98825698,-0.98825698,-0.98825698,-0.98825698,-0.99200478,-0.79897375,-0.99399005,-0.99617366,-0.99425947,-0.98822007,-1.0,-0.81220504,-0.78425687,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.70743363,5
-0.99704778,-0.99747136,-0.93860892,-0.98804712,0.92475878,0.85233755,0.9436212,0.79876578,-0.8507439,-0.79186998,-0.74704246,-0.98771364,-0.98771364,-0.98771364,-0.98771364,-0.99266849,-0.78833453,-0.99551872,-0.99791722,-0.99702266,-0.98959604,-1.0,-0.81578627,-0.83788423,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.71129657,5
-0.99208433,-0.99390862,-0.9258151,-0.97196069,0.92670068,0.85314738,0.94578386,0.80375981,-0.80735107,-0.46341756,-0.69298687,-0.97010231,-0.97010231,-0.97010231,-0.97010231,-0.9806427,-0.6012753,-0.99091069,-0.99253755,-0.99067874,-0.96917956,-0.90731609,-0.5684142,-0.84810945,-1.0,-0.82315714,-1.0,-0.62568572,-0.940965,-0.71577145,5
-0.98953886,-0.99097255,-0.9258151,-0.94367591,0.92993542,0.86320815,0.94804783,0.8121065,-0.6720281,-0.34719833,-0.68415178,-0.94119719,-0.94119719,-0.94119719,-0.94119719,-0.9747313,-0.62851291,-0.98871013,-0.98978147,-0.98907673,-0.96717562,-0.87389237,-0.58221983,-0.68438931,-1.0,-0.79261756,-1.0,-0.67623477,-1.0,-0.7233054,5
-0.98007165,-0.98011009,-0.92981521,-0.93030534,0.93618336,0.86594433,0.94889679,0.82826946,-0.5562013,-0.62113904,-0.76993963,-0.92951819,-0.92951819,-0.92951819,-0.92951819,-0.98109473,-0.68395478,-0.98006085,-0.97990386,-0.97937706,-0.95076251,-0.79121256,-0.63261088,-0.5565491,-0.94369895,-0.93912029,-1.0,-0.73917664,-0.940965,-0.7407775,5
-0.98577595,-0.98625412,-0.93142919,-0.94747883,0.93597957,0.86594433,0.94973732,0.82774169,-0.63168954,-0.49830095,-0.63178951,-0.94755642,-0.94755642,-0.94755642,-0.94755642,-0.9784501,-0.63450439,-0.98414218,-0.98638563,-0.98437729,-0.9658761,-0.84417805,-0.67081359,-0.68438931,-0.94369895,-0.93912029,-1.0,-0.68657922,-0.89799999,-0.73963063,5
-0.99412975,-0.99491266,-0.93925751,-0.98112285,0.9309498,0.86269827,0.949714,0.8147189,-0.80735107,-0.57413295,-0.6288531,-0.98051511,-0.98051511,-0.98051511,-0.98051511,-0.98494878,-0.66587603,-0.9929011,-0.99465972,-0.99334682,-0.97530736,-0.94635692,-0.70313552,-0.72952251,-1.0,-1.0,-0.94221628,-0.69565438,-0.89799999,-0.72450477,5
-0.99888618,-0.99909411,-0.93925751,-0.99605784,0.93078121,0.85758569,0.949714,0.81427997,-0.88805374,-0.80663598,-0.73058231,-0.99578995,-0.99578995,-0.99578995,-0.99578995,-0.99367023,-0.86530239,-0.9983974,-0.99915138,-0.99879494,-0.99561669,-1.0,-1.0,-0.86879874,-1.0,-1.0,-1.0,-1.0,-1.0,-0.72340269,5
-0.99880666,-0.99904244,-0.9455122,-0.99774451,0.93203896,0.85763558,0.95176569,0.81752754,-0.90159388,-0.73784927,-0.74613933,-0.99779825,-0.99779825,-0.99779825,-0.99779825,-0.99328287,-0.94346466,-0.99853083,-0.99892566,-0.99837983,-0.99673323,-1.0,-1.0,-0.94419022,-1.0,-1.0,-1.0,-1.0,-1.0,-0.72616085,5
-0.99849856,-0.99877298,-0.94509745,-0.99724598,0.93180089,0.85763558,0.95195802,0.81691249,-0.88805374,-0.70129169,-0.67765417,-0.99728259,-0.99728259,-0.99728259,-0.99728259,-0.98913777,-0.79154488,-0.99818021,-0.99863071,-0.99813076,-0.99335761,-1.0,-1.0,-0.90357248,-1.0,-1.0,-0.94221628,-1.0,-1.0,-0.72665354,5
-0.89511876,-0.89364693,-0.93629773,-0.57691674,0.81973844,0.83367285,0.78982834,0.54128627,-0.49820031,-0.98279179,-0.71064216,-0.60379203,-0.60379203,-0.60379203,-0.60379203,-0.96848585,-0.4557676,-0.92329996,-0.88546144,-0.91522217,-0.63969671,-0.51410698,-0.18291712,-0.18428392,-1.0,-0.85688002,-0.83215034,0.031910842,-0.8612167,-0.57884244,4
-0.98485379,-0.98796107,-0.93615627,-0.92748819,0.77332496,0.72961575,0.78982834,0.43060778,-0.78792545,-0.83690284,-0.6532904,-0.92680893,-0.92680893,-0.92680893,-0.92680893,-0.99222883,-0.88207258,-0.98653562,-0.98398561,-0.9855071,-0.96820713,-0.8207533,-0.84996072,-0.67497824,-1.0,-1.0,-1.0,-0.79053264,-1.0,-0.47041901,4
-0.99260703,-0.99307857,-0.93615627,-0.98106328,0.77247144,0.70094404,0.79052582,0.42858989,-0.71650316,-0.81637168,-0.71290657,-0.98182633,-0.98182633,-0.98182633,-0.98182633,-0.99112077,-0.81738952,-0.99227833,-0.99262852,-0.99240283,-0.98703449,-0.94635692,-0.81578627,-0.84810945,-1.0,-1.0,-1.0,-0.84367061,-1.0,-0.48964063,4
-0.99519925,-0.9956579,-0.94235447,-0.99080507,0.77275679,0.70094404,0.79598065,0.42923939,-0.75362867,-0.85895589,-0.72000689,-0.99129702,-0.99129702,-0.99129702,-0.99129702,-0.99171382,-0.84552638,-0.99416756,-0.99564607,-0.99420017,-0.99107697,-1.0,-0.94487044,-0.83788423,-1.0,-1.0,-0.94221628,-0.94618223,-1.0,-0.48724762,4
-0.99660932,-0.99735295,-0.93903601,-0.9955424,0.77146493,0.69805993,0.79422276,0.42627979,-0.81760141,-0.87060165,-0.7491888,-0.99556429,-0.99556429,-0.99556429,-0.99556429,-0.99442734,-0.88765519,-0.99588147,-0.9969203,-0.99578834,-0.99463362,-1.0,-1.0,-0.78425687,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.48550792,4
-0.99348946,-0.99371299,-0.93748287,-0.99210003,0.77081776,0.69912062,0.79392772,0.42479921,-0.82823515,-0.90831726,-0.77681494,-0.99283828,-0.99283828,-0.99283828,-0.99283828,-0.99557915,-0.90219555,-0.99499345,-0.99269156,-0.99398703,-0.99387356,-0.94635692,-1.0,-0.83788423,-1.0,-1.0,-1.0,-0.90701426,-1.0,-0.48558347,4
-0.99263786,-0.99220992,-0.93748287,-0.98979291,0.77261864,0.70116933,0.79392772,0.42892611,-0.93067589,-0.90831726,-0.79832704,-0.99091107,-0.99091107,-0.99091107,-0.99091107,-0.99616396,-0.89340603,-0.99590513,-0.99120355,-0.99431992,-0.99480576,-0.94635692,-0.94487044,-0.81351333,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.48752836,4
-0.99635782,-0.99671435,-0.94314151,-0.99289173,0.7731937,0.70116933,0.79502625,0.43024205,-0.96304373,-0.87060165,-0.71312098,-0.99371971,-0.99371971,-0.99371971,-0.99371971,-0.99433293,-0.77739407,-0.99786366,-0.99555871,-0.99695502,-0.99491667,-0.94635692,-0.94487044,-0.90357248,-1.0,-1.0,-1.0,-1.0,-1.0,-0.48785423,4
-0.9966133,-0.9970164,-0.94314151,-0.99538031,0.7715556,0.69985637,0.79502625,0.42648754,-0.96304373,-0.89525258,-0.72505638,-0.99611371,-0.99611371,-0.99611371,-0.99611371,-0.99547519,-0.79621814,-0.99795278,-0.99588253,-0.99714646,-0.9972266,-0.94635692,-0.94487044,-0.94419022,-1.0,-1.0,-1.0,-1.0,-1.0,-0.48550286,4
-0.99632007,-0.99692618,-0.93948173,-0.99647721,0.76999257,0.69766639,0.79181823,0.42291339,-0.8507439,-0.90831726,-0.77781771,-0.99724017,-0.99724017,-0.99724017,-0.99724017,-0.99523401,-0.86847088,-0.99665956,-0.99604241,-0.99659146,-0.99803271,-0.94635692,-0.94487044,-0.94419022,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4833437,4
-0.99157493,-0.99320446,-0.93076645,-0.99287527,0.76867889,0.69662744,0.79181823,0.41991005,-0.70802088,-0.79304645,-0.68525555,-0.99364679,-0.99364679,-0.99364679,-0.99364679,-0.9888189,-0.74971202,-0.98992717,-0.99228008,-0.9894507,-0.99025979,-0.90731609,-1.0,-0.83788423,-1.0,-1.0,-0.90016193,-0.94618223,-0.940965,-0.48183499,4
-0.91178124,-0.91182175,-0.91852677,-0.83241105,0.99154906,0.97103074,0.96398053,0.975855,-0.33222333,-0.44023781,-0.44030873,-0.84718896,-0.84718896,-0.84718896,-0.84718896,-0.94522584,-0.32913925,-0.91989743,-0.90851784,-0.93025539,-0.89170671,-0.44667873,-0.32139618,-0.48821118,-0.51820574,-0.47717334,-0.75216047,-0.54053149,-0.5094287,-0.91837689,4
-0.97666846,-0.98021658,-0.9254502,-0.94806132,0.95555068,0.91978561,0.96398053,0.87892292,-0.62440763,-0.76670403,-0.70209494,-0.94961355,-0.94961355,-0.94961355,-0.94961355,-0.98773565,-0.71321014,-0.9792041,-0.97547239,-0.97970814,-0.96069969,-0.8207533,-0.65597659,-0.70608261,-1.0,-1.0,-0.94221628,-0.58686111,-0.940965,-0.87764763,4
-0.9867374,-0.98714287,-0.93195689,-0.96699964,0.95733505,0.88773083,0.96462799,0.8835128,-0.82823515,-0.78301689,-0.63943995,-0.96495799,-0.96495799,-0.96495799,-0.96495799,-0.99210828,-0.7702297,-0.99022918,-0.98520842,-0.98764323,-0.98015447,-0.89287915,-0.87039785,-0.63023554,-1.0,-1.0,-1.0,-0.89253031,-1.0,-0.87069403,4
-0.99415324,-0.99471291,-0.94016492,-0.97700637,0.95934409,0.88773083,0.97568272,0.88877605,-0.78792545,-0.78301689,-0.72076706,-0.97416878,-0.97416878,-0.97416878,-0.97416878,-0.99067926,-0.81334833,-0.99312248,-0.99457056,-0.9936754,-0.98616646,-0.94635692,-0.94487044,-0.88855242,-1.0,-1.0,-1.0,-0.85353087,-1.0,-0.87041982,4
-0.99348544,-0.99449473,-0.93804204,-0.98740411,0.95626679,0.88463629,0.97559648,0.88067327,-0.73088867,-0.71434647,-0.80301146,-0.98777644,-0.98777644,-0.98777644,-0.98777644,-0.98991467,-0.84001471,-0.99281496,-0.99369244,-0.99278451,-0.9901332,-0.90731609,-0.90474776,-0.81351333,-1.0,-1.0,-1.0,-1.0,-1.0,-0.86403688,4
-0.99349096,-0.99458455,-0.93804204,-0.98586879,0.95567054,0.8813333,0.97513051,0.87910534,-0.71469684,-0.6687548,-0.80680763,-0.98629032,-0.98629032,-0.98629032,-0.98629032,-0.98999469,-0.87064124,-0.99313861,-0.99353304,-0.99258449,-0.98879454,-0.90731609,-0.90474776,-0.84810945,-1.0,-1.0,-1.0,-1.0,-1.0,-0.86137256,4
-0.99527255,-0.99616625,-0.93748252,-0.98698215,0.95519184,0.8813333,0.97472107,0.87784802,-0.76124416,-0.75496819,-0.84267675,-0.98632462,-0.98632462,-0.98632462,-0.98632462,-0.99286765,-0.86168332,-0.99511966,-0.99523333,-0.99453809,-0.99072949,-0.94635692,-0.87039785,-0.88855242,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.85906833,4
-0.99553571,-0.99643711,-0.93748252,-0.98513861,0.9547596,0.88022634,0.97472107,0.87671254,-0.75741954,-0.78301689,-0.75604771,-0.98294032,-0.98294032,-0.98294032,-0.98294032,-0.99263795,-0.82420546,-0.99534466,-0.99552,-0.99494657,-0.98866711,-0.94635692,-0.94487044,-0.75496674,-1.0,-1.0,-1.0,-0.8734817,-1.0,-0.8589693,4
-0.99529702,-0.99610728,-0.93882785,-0.98597074,0.95458478,0.88022634,0.97422854,0.8762536,-0.76690966,-0.77817494,-0.7468569,-0.98406259,-0.98406259,-0.98406259,-0.98406259,-0.99237466,-0.85760305,-0.99433498,-0.99570554,-0.99382714,-0.9895061,-1.0,-1.0,-0.7827794,-1.0,-1.0,-1.0,-0.94618223,-1.0,-0.85560119,4
-0.98410548,-0.988486,-0.91178622,-0.97687662,0.95436401,0.88033565,0.97411305,0.87567406,-0.67825579,-0.64552808,-0.73800189,-0.97632508,-0.97632508,-0.97632508,-0.97632508,-0.98742296,-0.72871435,-0.98126367,-0.98531985,-0.97944664,-0.97915265,-0.72933706,-0.87039785,-0.81351333,-1.0,-1.0,-1.0,-0.82016958,-1.0,-0.85087893,4
-0.97731327,-0.98119839,-0.91178622,-0.95797242,0.95317665,0.88033565,0.96818163,0.87256204,-0.44780166,-0.54624775,-0.53198971,-0.95871262,-0.95871262,-0.95871262,-0.95871262,-0.97241554,-0.52376738,-0.97210802,-0.97969224,-0.97371274,-0.96463737,-0.69417895,-0.7868864,-0.63023554,-0.86764384,-1.0,-0.90016193,-0.73917664,-0.8612167,-0.84576193,4
-0.94750865,-0.95930775,-0.85758958,-0.92885712,0.94839356,0.88003953,0.96188484,0.86004862,-0.14150834,-0.33648559,-0.24565467,-0.93005054,-0.93005054,-0.93005054,-0.93005054,-0.93180643,-0.19634223,-0.93603742,-0.95274401,-0.93947766,-0.92523239,-0.41075167,-0.62702867,-0.41101256,-0.46889981,-0.65292265,-0.59627404,-0.40287433,-0.45119367,-0.832623,4
